ClauseLikeUnit(CLU)-value,Region,D/H,Age,Gender,Negation,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,LitTransl-value,FreeTransl-value,Duration,N-function-value,N-manual-value,N-nonmanual-value,N-position-value,HeadNegationStudy-value,HS,CA-value,MouthGestF-value,Mouthing-value,MouthingNegation-value,RH-IDgloss-value,LH-IDgloss-value,Comments-value,regularity
LN03F47WDC_CLU#075,London,deaf,47,F,Non-negated clause,Embed,contained,NA,she (not) confident (and) she new person,"The boss explained to the blind man that I was deaf, with not much confidence and a new recruit!",1545,NA,Absent,Present,None,"HS, NHS ",Present,CD:SIGNER'S-BOSS,NA,"no, confid(ent), sh(e), new",Single,"PT:PRO3SG, CONFIDENT, PT:PRO3SG, NEW, PERSON","PT:PRO3SG, NEW",NA,Regular
LN03F47WDC_CLU#097,London,deaf,47,F,Negated clause,Single,NA,NA,(no) nothing me not-allowed (to) work,I'm not allowed to work at the moment.,2200,Neg/response,Absent,Present,None,HS,Present,NA,NA,"nothing, not allowed",Multiple,"NOTHING, PT:PRO1SG, ALLOW, WORK","NOTHING, ALLOW, WORK","GH: manual negation sign is present, but as response only (not involved in clause negation)",Regular
LN03F47WDC_CLU#103,London,deaf,47,F,Negated clause,Single,NA,NA,both-twins (not deaf) no,Not both twins are deaf.,710,Neg/response,Single,Present,other,HS,Present,NA,NA,both,Absent,"PT:PRO3PL-TWO, NO","PT:PRO3PL-TWO, NO",NA,Regular
LN03F47WDC_CLU#118,London,deaf,47,F,Negated clause,Single,NA,NA,they-there (not have) English/they-there (have no) English,In October I'll be working with deaf people who has a low level in language with no English.,1134,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,no English,Single,ENGLAND,"ENGLAND, PT:PRO3SG",NA,Regular
LN03F47WDC_CLU#126,London,deaf,47,F,Negated clause,Embed,post-container,NA,(children who) can't eat,"My role covered everything from being a nursery nurse, to translating and from working with learning difficulty people to feeding via a trachea tube.",585,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"can't, eat",Single,"CAN-NOT, EAT",CAN-NOT,NA,Irregular
LN03F47WDC_CLU#134,London,deaf,47,F,Negated clause,EmbedDepend,contained,dependent,(but there's) nothing catching (you can't catch anything),"But well, it wasn't necessary. They reassured me that the child wasn't contagious but you can never be sure with all the outbreaks.",1415,Neg/declarative,Single,Present,pre-predicate,"NHS, HS ",Present,CD:SIGNER'S-BOSS,NA,"but, nothing",Single,"G:WELL, NOTHING, CATCH","NOTHING, CATCH","AW: Not sure if this sign is CATCHor GRAB, nor whether this is directional or locatable.",Regular
LN03F47WDC_CLU#142,London,deaf,47,F,Negated clause,EmbedDepend,contained+contained,dependent,(you) don't touch (it),They explained me to avoid touching that area but I had used a pair of see through plastic gloves without people watching as we didn't want to upset her.,653,Neg/declarative,Single,Present,pre-predicate,HS,Present,CD:SIGNER'S-BOSS,NA,"not/don't, touch",Single,"NOT, TOUCH02",TOUCH02,NA,Regular
LN03F47WDC_CLU#146,London,deaf,47,F,Non-negated clause,Single,NA,NA,nobody (can) see (it/us/me),They explained me to avoid touching that area but I had used a pair of see through plastic gloves without people watching as we didn't want to upset her.,690,NA,Single,Present,pre-predicate,NHS,Absent,NA,NA,"nobody, see",Single,"NOTHING, LOOK02","NOTHING, LOOK02",NA,Regular
LN03F47WDC_CLU#147,London,deaf,47,F,Negated clause,Embed,pre-container,NA,don't-want,They explained me to avoid touching that area but I had used a pair of see through plastic gloves without people watching as we didn't want to upset her.,310,Neg/declarative,Absent,Present,other,NHS,Absent,NA,NA,don't want,Single,WANT,NA,NA,Regular
LN03F47WDC_CLU#159,London,deaf,47,F,Negated clause,Single,NA,NA,no (can't do that),She was restless as she was only two years old.,475,Neg/response,Absent,Present,None,HS,Present,NA,NA,NA,Absent,PT:PRO3SG,G:CA:HOLD-OBJECT,GH: PT+HS negation example,Regular
LN04F41WHC_CLU#004,London,hearing,41,F,Negated clause,EmbedDepend,contained,dependent,but British Rail not-yet (have the smoking ban),Do you recall the time when the smoking ban was extended from the Underground to the British Rail.,2235,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,SYLL:SHH,"bu(t), British, Rail",Absent,"BUT, FS:B-BRITISH, TRAIN, NOT-YET","FS:B-BRITISH, FBuoy, NOT-YET",HP:Unsure whether the GramCls is Adj or N as it is a proper noun (along with the next sign),Irregular
LN04F41WHC_CLU#022,London,hearing,41,F,Negated clause ,Single,NA,NA,right not allowed no (smoking in that carriage/at that time) sorry,"Sorry I made a mistake, it was the no-smoking part of the carriage in the train.",1595,Neg/declarative,Single,Present,pre-predicate,"Nod1, HS",Present,NA,NA,"right, not, allowed to smoke, sorry",Single,"RIGHT, NOT, ALLOW, NO, SORRY","NOT, NO, G:RIGHT",NA,Regular
LN04F41WHC_CLU#023,London,hearing,41,F,Negated clause,Single,NA,NA,not-allowed (smoking),"Sorry I made a mistake, it was the no-smoking part of the carriage in the train.",670,Neg/imperative,Absent,Present,None,HS,Present,NA,NA,not allowed,Single,ALLOW,ALLOW,NA,Regular
LN04F41WHC_CLU#025,London,hearing,41,F,Negated clause,Single,NA,NA,here (in this carriage) no smoking,"Sorry I made a mistake, it was the no-smoking part of the carriage in the train.",940,Neg/declarative,Single,Present,pre-predicate,"NHS, HS, NHS",Present,NA,NA,"here, no, smoke",Single,"PT:LOC, NOTHING, SMOKE-CIGARETE","PT:LOC, PBuoy",NA,Regular
LN04F41WHC_CLU#027,London,hearing,41,F,Negated clause,Single,NA,NA,here (was) non-smoking,"Yes they were separate areas and of course, I was in the non-smoking area of the carriage.",955,Neg/declarative,Single,Present,pre-predicate,"NHS, HS, NHS",Present,NA,NA,"me, here, no, smoke",Single,"PT:PRO1SG, PT:LOC, NOT, SMOKE-CIGARETE","FBuoy, NOT, FBuoy",NA,Regular
LN04F41WHC_CLU#028,London,hearing,41,F,Non-negated clause,Single,NA,NA,of-course me (in) non-smoking carriage me,"Yes they were separate areas and of course, I was in the non-smoking area of the carriage.",1705,NA,Single,Present,pre-predicate,"NHS, HS1, NHS",Present,NA,NA,"of course, of course-prog, don't, smoke, carriage",Single,"OF-COURSE, PT:PRO1SG, NOT, SMOKE-CIGARETE, COACH, PT:PRO1SG","OF-COURSE, NOT, COACH",NA,Regular
LN04F41WHC_CLU#047,London,hearing,41,F,Negated clause,EmbedDepend,contained,independent,(no me) cannot,"He smirked at me then but if that was to take place today, I couldn't put myself in that position.",1755,Neg/response,Single,Present,other,HS1,Present,NA,NA,can't,Single,CAN-NOT,CAN-NOT,GH: negation within internal response frame,Irregular
LN04F41WHC_CLU#048,London,hearing,41,F,Negated clause,Single,NA,NA,(me) can't!,I couldn't!,470,Neg/imperative,Single,Present,other,HS1,Present,NA,NA,can't,Single,CAN-NOT,CAN-NOT,NA,Irregular
LN04F41WHC_CLU#070,London,hearing,41,F,Negated clause,Single,NA,NA,(oh) no me can't communicate with blind people either (same as you),Oh I couldn't communicate with blind people either!,1830,Neg/response,Multiple,Present,other,HS,Present,NA,NA,"I, can't, communicate, blind, same",Single,"NO, PT:PRO1SG, CAN-NOT, COMMUNICATE, BLIND, SAME02","CAN-NOT, COMMUNICATE",NA,Irregular
LN04F41WHC_CLU#071,London,hearing,41,F,Non-negated clause,Single,NA,NA,(you) hope (he'd hear/notice) nothing,Hoping he'd never notice you!,1330,NA,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,NA,NA,nothing,Single,"HOPE, NOTHING",HOPE,NA,Regular
LN04F41WHC_CLU#093,London,hearing,41,F,Negated clause,Embed,contained,NA,(you) alright? (not) tired?,"It was how I had breathed, he asked if I was tired but I was fine.",830,Neg/declarative,Absent,Present,None,"NHS, HS1",Present,CD:COLLEAGUE,NA,"you alright, not tired",Single,"GOOD, TIRED","GOOD, TIRED",NA,Regular
LN04F41WHC_CLU#097,London,hearing,41,F,Negated clause,Single,NA,NA,since-then (me) walking breathing (not the) same again ,My walking behaviour hasn't been the same since.,2630,Neg/declarative,Absent,Present,None,"NHS, HS",Present,NA,NA,"walk and, breathe, not the same, again",Single,"SINCE, WALK, BREATHE, SAME, AGAIN","SINCE, WALK, FBuoy, SAME, AGAIN",NA,Regular
LN04F41WHC_CLU#104,London,hearing,41,F,Negated clause,Single,NA,NA,"(but with) hearing (people) me (no, I can't do that)",But it's an all change walking with hearing people. ,1040,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,NA,hearing,Absent,"HEARING, PT:PRO1SG",FBuoy,GH: Is this like a hearing PT+HS construction too?,Regular
LN04F41WHC_CLU#109,London,hearing,41,F,Negated clause,Single,NA,NA,(not) fit me,I'm overweight and not fit. ,870,Neg/declarative,Absent,Present,None,NHS,Absent,NA,NA,not fit,Single,"HEALTHY, PT:PRO1SG",HEALTHY,NA,Regular
LN04F41WHC_CLU#111,London,hearing,41,F,Negated clause,Single,NA,NA,(me) could-never/(me) impossible,"I couldn't do that, I'd be out of breath! ",475,Neg/declarative,Single,Present,other,HS1,Present,NA,SYLL:POOH,NA,Absent,CAN-NOT,NA,HP: I think this is a mouth gesture not a mouthing,Irregular
LN04F41WHC_CLU#115,London,hearing,41,F,Negated clause,SharedCecho,NA,NA,(you not) allowed (to work)?,You're not allowed?,1035,Neg/interrogative,Absent,Present,None,HS,Present,NA,NA,you're not allowed,Single,ALLOW,ALLOW,NA,Regular
LN04F41WHC_CLU#116,London,hearing,41,F,Negated clause,Single,NA,NA,(so) nothing/not (working at the moment)?,So nothing for now?,1470,Neg/response,Single,Present,other,HS,Present,NA,PRESSED-LIPS,NA,Absent,NOTHING,NOTHING,NA,Regular
LN04F41WHC_CLU#143,London,hearing,41,F,Negated clause,Single,NA,NA,(her) parents (are not) responsible (for) feeding-her?,Isn't her parents responsible for feeding her?,2315,Neg/interrogative,Absent,Present,None,"HS, NHS",Present,NA,NA,"mother, father, responsible",Absent,"MUM, FATHER, INDECIPHERABLE, AWARD, RESPONSIBILITY, G:WELL","FATHER, INDECIPHERABLE, AWARD","AW: compound PARENTS2 with phon var (other signer uses similar sign but with 'F' handshape throughout, and that's been glossed as ADD-TO-SIGNBANK(PARENTS)? , SG: think this means 'feeding her' so I've included IS here?",Regular
LN04F41WHC_CLU#153,London,hearing,41,F,Negated clause,DependEmbed?,contained,independent,(it's) impossible me teach impossible impossible (for) me,It's strange as I couldn't imagine working as a teacher while in school but you have managed to do it?,2145,Neg/reprise,Multiple,Present,other,"HS, NHS, HS",Present,NA,NA,"impo(ssible), teach, impo(ssible), impo(ssible)",Multiple,"CAN-NOT, PT:PRO1SG, TEACH, CAN-NOT, CAN-NOT, PT:PRO1SG","CAN-NOT, PT:PRO1SG, TEACH, CAN-NOT, CAN-NOT, FBuoy","NF: I am not doing mouthing here but I think its a MG, like poo, AW: Unsure if this is a definitely a verb or possibly a noun",Irregular
LN04F41WHC_CLU#163,London,hearing,41,F,Negated clause,Single,NA,NA,not (easier for the) children,They only want to make their lives easier and forget their children's needs.,935,Neg/declarative,Single,Present,other,"HS, NHS",Present,NA,NA,"not for, child(ren)",Single,"NOT, CHILD","NOT, CHILD",NA,Regular
"LN04F41WHC_CLU#171, LN04F41WHC_CLU#172",London,hearing,41,F,Negated clause ,Embed,"pre-container, contained",NA,"me not-know, s/he speaking-behind-me","As I proceed to order, unbeknown to me the hearing person would talk over me and I'd follow the eyeline of the waiter and ask the hearing person not to do it.",1710,Neg/declarative,Single,Present,other,"HS, NHS",Present,NA,NA,"I, didn't know",Single,"PT:PRO1SG, KNOW-NOT, PT:PRO1SG",SPEECH,"SS: difficult as the sign is behind her, not sure if eyegaze only but more likly to put noCA as her eye toward the other deaf person GH: agree, SG: im not sure there is CA here? cant seem to signify any meaningful articulators? GH: agree no CA",Irregular
LN04F41WHC_CLU#176,London,hearing,41,F,Negated clause,Single,NA,NA,"(me say) ""hey please don't (speak for me)""","As I proceed to order, unbeknown to me the hearing person would talk over me and I'd follow the eyeline of the waiter and ask the hearing person not to do it.",1560,Neg/imperative,Single,Present,other,Nod,Absent,CD:SIGNER,NA,"please, don't",Single,"G:RIGHT, PLEASE, NOT",NA,NA,Regular
LN05M58WDC_CLU#013,London,deaf,58,M,Negated clause,Single,NA,NA,crowd (not) full (no),It wasn't a full house with just 26 thousand fans. ,1225,Neg/declarative,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,"crowd, full",Absent,"FLOCK, FULL, G:WELL","FLOCK, FULL, G:WELL",HP:I disagree with the Grammatical Category of Indicatingverb:locative - based on the mouthing & LitTrans 'crowd' this is a noun here,Regular
LN05M58WDC_CLU#015,London,deaf,58,M,Negated clause,Single,NA,NA,tomorrow they again challenge-match? no,I'm not attending tomorrow's game but the papers are reporting less attendance. ,2070,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS , HS",Present,NA,PRESSED-LIPS,"tomorrow, again",Absent,"TOMORROW, PT:, AGAIN, AGAINST, NO","AGAINST, NO","GH: question-answer internal response frame, GH: negation is internal response frame",Regular
LN05M58WDC_CLU#018,London,deaf,58,M,Negated clause,Single,NA,NA,me phooey (not bother attending match),I'm off on a holiday instead.,550,Neg/declarative,Single,Present,other,HS,Present,CA:SIGNER,PRESSED-LIPS,NA,Absent,"PT:PRO1SG, G:DISMISS",G:DISMISS,NA,Regular
LN05M58WDC_CLU#025,London,deaf,58,M,Negated clause?,Single,NA,NA,"me that (no, I don't have a season ticket)",No I don't have a season ticket.,885,Neg/response,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,NA,Absent,"PT:PRO1SG, PT:",PT:PRO1SG,GH: negation is response/backchannel?,Regular
LN05M58WDC_CLU#026,London,deaf,58,M,Negated clause,Single,NA,NA,regular (season) ticket no (not have),No I don't have a season ticket.,1505,Neg/declarative,Single,Present,other,"NHS, HS",Present,NA,NA,"regular, ticket",Absent,"REGULAR, TICKET, NO","REGULAR, TICKET, FBuoy",SG:i know this is a lexical sign but if we apply the same theory as marking character perspective for without CA technically this should be observer perspective? as in showing size and shape of ticket? ,Regular
LN05M58WDC_CLU#032,London,deaf,58,M,Negated clause,Depend,NA,dependent,if me (don't) want go,It wouldn't be an issue if I didn't want to go which is just as well as I work on some Saturdays. ,1230,Neg/declarative,Single,Present,other,"NHS, HS ",Present,NA,NA,"if, don't want, go",Single,"IF, PT:PRO1SG, WANT, GO","IF, GO",SYNTAX CLASS: conditional with IF,Regular
LN05M58WDC_CLU#035,London,deaf,58,M,Negated clause?,Depend?,NA,independent,well (can't go to match),It wouldn't be an issue if I didn't want to go which is just as well as I work on some Saturdays. ,390,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,NA,Absent,G:WELL,G:WELL,NA,Regular
LN05M58WDC_CLU#036,London,deaf,58,M,Negated clause,Depend ,NA,dependent,if me nothing (not working),Otherwise I'd apply to watch.,830,Neg/declarative,Single,Present,other,"NHS, HS+Nod",Present,NA,NA,if,Absent,"IF, PT:PRO1SG, NOTHING","IF, NOTHING",NA,Regular
LN05M58WDC_CLU#047,London,deaf,58,M,Negated clause,Single,NA,NA,but me (not) regular (attend/punter at their games),But I seldom attend like for the important games against Liverpool or Manchester United. ,1390,Neg/declarative,Absent,Present,None,"NHS, HS ",Present,NA,NA,"but, not, regular",Single,"BUT, PT:PRO1SG, REGULAR",REGULAR,NA,Regular
LN05M58WDC_CLU#063,London,deaf,58,M,Negated clause,Depend,NA,dependent,(not) goalposts-there (with visible view of field),One of my friend has a season ticket literally behind the goal. ,385,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,NA,Absent,DSEW(HORNS)-BE,DSEW(HORNS)-BE,"GH: example of non-manual only clause negation, but because both hands busy depicting? NF: I think Mouth Gesture also produce negation (like sign NOTHING)",Regular
LN05M58WDC_CLU#072,London,deaf,58,M,Negated clause,Embed,contained,NA,see far-there (from the back) through-goalposts see-there goal (no it wasn't a goal),I felt nausea as I sat as it was difficult to see the ball flying across the net. ,1750,Neg/declarative,Absent,Present,None,"NHS, HS",Present,NA,NA,"back, lo(ok), goal",Absent,"LOOK, PT:LOC, LOOK, GOAL02","CLL:GOALPOSTS, CLL:GOALPOSTS, DSEW(HORNS)-BE, GOAL02",NA,Regular
LN05M58WDC_CLU#075,London,deaf,58,M,Negated clause,Depend?,NA,dependent,(but no it was actually) going-this-way (and hard to see/couldn't see),They looked as if they were going into the net. ,1075,Neg/declarative,Absent,Present,None,"NHS, HS",Present,CA:SIGNER,NA,that way,Absent,PT:LOC,FBUOY:GOAL02,"JF: can't recall what we decided to do with examples like these, it's tracing the path of the ball so PT:LOC isn't quite right, JF: can't recall what we decided to do with examples like these, it's tracing the path of the ball so PT:LOC isn't quite right",Regular
LN05M58WDC_CLU#081,London,deaf,58,M,Negated clause,Single,NA,NA,if-- me (don't think it) will (be) full (house),I don't think it would be a full house then.,1620,Neg/declarative,Absent,Present,None,"NHS , HS ",Present,NA,NA,"if, wont, full",Single,"IF, PT:, WILL, FULL","IF, FULL",NA,Regular
LN05M58WDC_CLU#095,London,deaf,58,M,Negated clause,Depend,NA,dependent,what/why/because long-time-ago well you-know subtitles TV access nothing me (there were no subtitles no access),There wasn't any access to media back then.,3790,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS, NHS, HS1, NHS",Present,NA,NA,"why, subtitles, television, access, nothing",Single,"WHAT, PAST, G:WELL, PT:, SUBTITLES, TELEVISION, ACCESS, NOTHING, PT:PRO1SG","PAST, PT:, SUBTITLES, TELEVISION, ACCESS, NOTHING",NA,Regular
LN05M58WDC_CLU#101,London,deaf,58,M,Negated clause,Single,NA,NA,their information well (not much available),I had not much information and it was not until my friend Tony Starr who came to ask me with his father to a game at West Ham. ,1230,Neg/declarative,Absent,Present,None,"NHS, HS",Present,NA,NA,information,Absent,"PT:POSS3SG, INFORMATION, G:WELL","INFORMATION, G:WELL",NA,Regular
LN05M58WDC_CLU#113,London,deaf,58,M,Negated clause,Single,NA,NA,(me) not-yet (visit Emirates stadium),I've not been to the Emirates stadium yet but I've been to Wembley with it's famous arch however it's too good for England's recent performances! ,695,Neg/declarative,Single,Present,other,HS,Present,NA,SYLL:SHH,NA,Absent,NOT-YET,NOT-YET,NA,Irregular
LN05M58WDC_CLU#123,London,deaf,58,M,Negated clause,Single,NA,NA,now new stadium (me not) feeling (it)...(I don't like the new stadium),I've many memories of the towers as I've attended the stadium a lot but now the new look is a bit too modern for me.  It's not the same anymore.,1955,Neg/declarative,Absent,Present,None,"NHS, HS ",Present,NA,NA,"now, new, new-prog, feel",Absent,"NOW, NEW, STADIUM, FEEL, G:WELL","NOW, NEW, STADIUM, FBuoy",NA,Regular
LN05M58WDC_CLU#125,London,deaf,58,M,Negated clause?,Single,NA,NA,that-there well (no I don't like it),I've many memories of the towers as I've attended the stadium a lot but now the new look is a bit too modern for me.  It's not the same anymore.,1185,Neg/declarative,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,NA,Absent,"PT:PRO3SG, G:WELL, PT:PRO3SG",NA,NA,Regular
LN05M58WDC_CLU#131,London,deaf,58,M,Negated clause,Depend,NA,independent,England learn nothing (England not learn anything),England can never learn to forge as a team as there's too many foreigners. ,1665,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"England, learn, nothing",Single,"ENGLAND, LEARN, NOTHING","ENGLAND, FBuoy, NOTHING",NA,Regular
LN06F44WHC_CLU#029,London,hearing,44,F,Negated clause,Single,NA,NA,you me (not same view of game) goalposts-there (no),My seats were at the side and I sat with my Father.,1000,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,NA,"you, me",Absent,"PT:PRO1SG, DSEW(HORNS)-AT","PT:PRO2SG, DSEW(HORNS)-AT",NA,Regular
LN06F44WHC_CLU#034,London,hearing,44,F,Negated clause,Single,NA,NA,cup (games) me (not) go,I didn't go to the cup games as the tickets were only for the league games. ,1035,Neg/declarative,Absent,Present,None,"NHS, HS",Present,NA,NA,cup,Absent,"TROPHY, PT:PRO1SG, GO02","TROPHY, GO02",NA,Regular
LN06F44WHC_CLU#040,London,hearing,44,F,Non-negated clause?,Single,NA,NA,(no there was) nothing (for us back then),No there was nothing for us...,1376,NA,Single,Present,other,HS,Present,NA,NA,no,Single,G(NMS):NO,NOTHING,"GH: TJ thinks no Shared CLU or possibly echo (the sign NOTHING), note her headshaking/nodding behaviour",Regular
LN06F44WHC_CLU#055,London,hearing,44,F,Negated clause,Single,NA,NA,like our given names nothing (our names are not their names),"I remember there were many English players in the past, the teams were full of them but now we have so many foreigners that we ask where are the home grown English players? ",1945,Neg/response,Single,Present,other,"NHS, HS1",Present,NA,NA,"like, name, nothing",Single,"PT:POSS1PL, PT:POSS3PL, NAME, PERSON, NOTHING","FBuoy, NOTHING",NA,Regular
LN06F44WHC_CLU#058,London,hearing,44,F,Negated clause,Single,NA,NA,(we) should (have) our-own English born-and-bred (players her) but-no (it's not so),"I remember there were many English players in the past, the teams were full of them but now we have so many foreigners that we ask where are the home grown English players? ",2710,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,PRESSED-LIPS,"should, own, engla(nd)",Absent,"SHOULD, OWN, ENGLAND, GROW-UP, G:WELL","SHOULD, OWN, ENGLAND, GROW-UP, G:WELL","RA: unsure if the LH could perhaps be preparing for the next sign. Both hands seem closely tied together and the LH looks like it is part of the sign SHOULD, KC: this token of GROW-UP is unmodified whereas previous are congruent... If the difference is whether it correctly corresponds to its referents or not - how do you decide this for GROW-UP?",Regular
LN06F44WHC_CLU#074,London,hearing,44,F,Negated clause,Depend,NA,dependent,(but) not-have subtitles,The series have all gone but there's the DVD series however there are no subtitles. ,1705,Neg/declarative,Single,Present,other,"HS1, NHS",Present,NA,SYLL:POOH,subtitles,Absent,"NOT-HAVE, SUBTITLES, PT:PRO3SG","SUBTITLES, G:WELL",EM: I think this is not a question. ,Irregular
LN06F44WHC_CLU#077,London,hearing,44,F,Negated clause,Single,NA,NA,(me can't) remember what channel,"I cannot remember which channel the series were broadcast on, it was a long time ago. ",805,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,"can't remember, what, ch(annel)",Single,"REMEMBER, WHAT, FS:C-CHANNEL",NA,KC: 'what channel' as undergoer?,Regular
LN06F44WHC_CLU#093,London,hearing,44,F,Non-negated clause?,Depend,NA,independent,parents nothing/no-idea/no-communication,My parents both had their own version of sign language as they didn't know any sign language when I was a young child. ,1230,NA,Single,Present,other,NHS,Absent,CA:SIGNER'S-PARENTS,SYLL:THH,mother father,Absent,"PARENTS, NOTHING","PARENTS, NOTHING","GH: or reduced form of mouthing ""nothing""",Regular
LN06F44WHC_CLU#097,London,hearing,44,F,Negated clause,Single,NA,NA,"me, me arrive (at school) me sign nothing/not-at-all/not signing",I had arrived with no language to start with. ,2695,Neg/response,Single,Present,post-predicate (non-reprise),"NHS, HS",Present,NA,NA,"arrive, sign, nothing",Single,"SIGN(FALSE-START), PT:PRO1SG, PT:PRO03/PT:LOC, PT:PRO1SG, ARRIVE, SIGN, NOTHING","SIGN(FALSE-START), FBuoy, ARRIVE, SIGN, NOTHING","JF: not sure if undergoer modified is correct - I've put NA but the sign can be directed at a location and appears to have been...KC: this doesn't answer the question but there is possible CA here, KC: intransitive?, JF: see previous comment on SIGN",Regular
LN06F44WHC_CLU#102,London,hearing,44,F,Negated clause,Single,NA,NA,well (no) they not-pay-attention,They couldn't understand me so gradually they both decided to devise their own version. ,1155,Neg/declarative,Single,Present,other,"HS, NHS",Present,CA:SIGNER'S-PARENTS,SYLL:THH,NA,Absent,"G:WELL, PT:PRO3SG, INATTENTION","G:WELL, INATTENTION","SS: her face expression stayed after she become her parent role when using pronoun, but when signing inattention, she have no role, but face stayed the same as mother but as herself in attention...  GH: I see face is parent's, as is manual signing (which is visible). But body is signer - signer as recipient of the action of being ignored.",Regular
LN06F44WHC_CLU#103,London,hearing,44,F,Negated clause,Single,NA,NA,me phooey-give-up,They couldn't understand me so gradually they both decided to devise their own version. ,670,Neg/declarative,Single,Present,other,HS1,Present,CA:SIGNER,PRESSED-LIPS,NA,Absent,"PT:PRO1SG, SHOULDN'T",SHOULDN'T,JF: Seems like CA?,Irregular
LN06F44WHC_CLU#113,London,hearing,44,F,Negated clause,Single,NA,NA,(not) anyone-else (using this language),They had their own signs such as this one for tea which they added the expression of blowing as the tea was hot.  ,550,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,no,Single,PT:PRO3PL,PT:PRO3PL,NA,Regular
LN06F44WHC_CLU#115,London,hearing,44,F,Negated clause,Single,NA,NA,like they (not sign) tea (like us),They had their own signs such as this one for tea which they added the expression of blowing as the tea was hot.  ,940,Neg/declarative,Absent,Present,None,"NHS, HS",Present,NA,NA,"like, tea",Absent,"SAME, PT:, TEA","SAME, TEA",NA,Regular
LN06F44WHC_CLU#124,London,hearing,44,F,Negated clause,Single,NA,NA,my father stubborn won't change stubborn,My father wouldn't change and I'm happy to leave him as he is. ,1825,Neg/declarative,Single,Present,pre-predicate,"NHS, HS, NHS",Present,CA:FATHER,"CA:EXPRESSION, CA:EXPRESSION","father, won't, change",Single,"PT:DET, FATHER, STUBBORN, WILL-NOT","FATHER, STUBBORN, CHANGE02, STUBBORN",JF: same issue with coreference - no verb in the preceding clause but the actor is clearly the same.,Irregular
LN06F44WHC_CLU#133,London,hearing,44,F,Negated clause,Single,NA,NA,(me) don't-want change (family sign),I like to leave him as he is and don't want to change him. ,785,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,"don't want, change",Single,"WANT, CHANGE","FBuoy, CHANGE",JF: not sure about this one - it's hard to figure out who is the actor with no overt referents - is it the father who is changing or someone who is changing the father? KC: I think don't want him to change (intransitive),Regular
LN06F44WHC_CLU#140,London,hearing,44,F,Negated clause,Single,NA,NA,(they) won't change,They won't change.,675,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,won't,Single,"WILL-NOT, CHANGE",CHANGE,"JF: do you agree with the arguments I've coded for CHANGE - they are a group of people (actor) and their signs (undergoer). KC: not sure, need to sort out transitivity",Irregular
LN11F57WDC_CLU#013,London,deaf,57,F,Negated clause,Single,NA,NA,me never watched (it) me,Now I really want every deaf people to be aware of that as I had never noticed them before. ,1390,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"i, never, watch, watch-prog",Single,"PT:PRO1SG, NEVER, LOOK02, PT:PRO1SG",NEVER,SYNTAX CLASS - pronoun tag,Regular
LN11F57WDC_CLU#026,London,deaf,57,F,Negated clause,Depend ,NA,dependent,not good life (for) us why?,It is not good for us in England as we have to take extra measures. ,1900,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"not, goo(d), life, for us, why/because",Single,"NO, GOOD, LIVE, PT:PRO1PL, WHY",NA,NA,Regular
LN11F57WDC_CLU#029,London,deaf,57,F,Negated clause,Single,NA,NA,second (who) they-are we don't-know,For instance we do not know if we are being robbed. ,1675,Neg/declarative,Single,Present,other,NHS,Absent,NA,NA,"UNSURE, don't know",Single,"PT:LBUOY, PT:, PT:PRO1PL, KNOW-NOT, PT:","LBUOY-TWO02, PT:PRO1PL, KNOW-NOT",NA,Irregular
LN11F57WDC_CLU#037,London,deaf,57,F,Negated clause,Single,NA,NA,"(they have) no manners, behaviour, good discipline",The younger generation is out of control as there are no ethics and no discipline. ,3155,Neg/declarative,Single,Present,pre-predicate,"HS, NHS",Present,NA,NA,"no, manner, behaviour, good, dis(cipline)",Single,"NOTHING, FS:MANNER, BEHAVIOUR, GOOD, WARN","FS:MANNER, BEHAVIOUR, GOOD",MattB: negative scope makes it conj - NOT(manners or behaviour or discipline) = not manners and not behaviour and not discipline,Regular
